6.34591555e-02	5.65020573e-01	6.63114723e-01	8.27330334e-01	6.53058657e-01	9.39342616e-01	6.91660524e-01	7.48895850e-01	1.11325811e-01	3.41055667e-01	1.64592096e-01	8.74144790e-01	2.81443463e-01	8.29995356e-01	6.21152052e-01	3.53122886e-01	9.28341311e-01	5.58966417e-01	5.84741040e-02	4.91405345e-01	3.87025382e-01	1.65651136e-01	5.55604353e-01	8.95892206e-02	3.18170448e-01	4.10803317e-01	4.57513853e-02	7.03908161e-01	8.93175036e-01	2.27714518e-01	2.98914610e+05
4.14283184e-01	4.63985998e-01	2.33819274e-01	4.66920131e-01	1.37570844e-01	1.46349263e-01	7.59495986e-01	7.52379527e-01	3.32396591e-01	7.88682899e-01	6.90549773e-02	3.78726974e-01	2.56466007e-01	8.49009682e-01	6.05526699e-01	8.11030954e-01	4.10397543e-01	7.87680757e-01	8.93699314e-01	9.70420978e-01	4.06054885e-01	7.77537274e-02	5.55731804e-02	8.97250805e-01	5.30878121e-01	5.17320801e-01	9.28488893e-01	7.85581895e-01	1.93525270e-01	8.70805938e-01	4.49263039e+05
7.32200435e-01	4.72564208e-01	9.78225118e-01	4.82026823e-01	5.67568938e-01	5.31397964e-02	5.86152831e-01	9.14208137e-02	6.17217715e-01	6.13594164e-01	4.44424693e-01	6.73737788e-01	8.64271393e-01	6.71629215e-01	8.83170456e-01	2.00541950e-01	1.66548141e-01	9.28418213e-01	7.74413782e-01	5.57246949e-01	2.31115931e-01	2.28814330e-01	7.70199124e-01	5.18891494e-01	9.27292445e-01	3.79284736e-01	4.00905942e-01	4.98067801e-01	3.62808902e-01	5.21018952e-01	3.57428747e+05
5.02998233e-01	2.35726214e-01	6.41551098e-01	9.04504348e-01	4.04805384e-01	3.07971425e-01	7.22995613e-01	4.62974458e-02	7.86582372e-01	8.48051793e-01	5.85200132e-02	7.65264875e-01	8.47565201e-01	2.39322217e-01	5.40408207e-02	5.81546858e-01	4.66725521e-01	2.73301569e-01	8.78596633e-01	3.11660231e-01	3.26404900e-01	8.48721510e-01	8.53588322e-01	2.23680290e-01	1.12979715e-02	8.16326167e-01	2.02864187e-01	2.88591842e-01	7.38910232e-01	7.94085872e-01	3.30669396e+05
3.93110554e-01	8.55228291e-01	5.56659234e-01	7.20552128e-01	7.66229522e-01	1.32819407e-01	8.98716960e-01	3.18770807e-01	2.57275461e-01	7.34554935e-01	1.20652337e-01	8.13845896e-01	3.69608131e-01	7.19310365e-01	1.22618035e-01	2.07641194e-01	2.53840151e-01	8.51734233e-01	4.57336574e-01	4.47003030e-01	4.38932285e-01	2.56818161e-01	4.11386326e-01	7.37324669e-01	6.94093138e-01	9.87456830e-02	6.62311005e-01	1.95167322e-01	8.50931508e-01	3.47583318e-01	3.31208760e+05
4.73714306e-02	4.21761777e-01	8.80843885e-01	2.32756065e-01	1.98087698e-01	7.22796761e-01	1.32143506e-01	2.51872698e-01	2.87544478e-01	3.89990561e-01	9.93766242e-01	8.01932043e-01	2.50013036e-01	4.70108412e-01	7.49947704e-01	3.55982410e-01	2.50970326e-01	2.63206611e-01	6.88922151e-01	8.86073116e-01	5.83207514e-02	8.39938418e-01	1.23011553e-01	4.73317711e-01	9.49413805e-01	4.95046070e-01	1.00712410e-01	5.16790336e-02	5.34226027e-01	2.59928791e-01	2.70188113e+05
7.81868180e-02	3.65519980e-01	5.25429269e-01	1.77549933e-01	3.78659618e-01	5.55507006e-01	3.07206761e-01	4.73644306e-01	4.86823704e-01	5.94297224e-01	8.85689068e-01	7.18558640e-02	8.38157723e-01	3.24917181e-01	9.08323352e-01	8.42771848e-02	8.22573649e-01	1.07684060e-02	5.64815913e-01	9.51775029e-01	1.41220331e-01	6.09394980e-01	7.97412037e-01	1.52794321e-01	4.83165638e-01	4.66811565e-01	1.81443594e-01	4.27381744e-01	1.03096827e-01	9.48515742e-01	3.03389000e+05
5.34164281e-01	4.10290539e-01	5.38729855e-01	9.23143143e-02	6.39628802e-01	1.70776983e-01	2.72300434e-01	2.49705908e-01	5.05627528e-01	2.17906941e-01	6.00528757e-01	4.62203666e-01	2.20831237e-01	3.22637260e-01	5.69537555e-01	7.30454228e-01	6.35303555e-01	1.92039038e-01	6.31575481e-01	7.01644878e-01	4.72647025e-01	4.58643142e-01	5.18226119e-01	6.51756655e-01	1.53011360e-01	6.53695765e-01	5.68237206e-01	7.60018849e-01	3.24313843e-01	1.51206738e-01	2.96737709e+05
6.58508815e-01	3.73107434e-01	3.43829140e-01	3.95360653e-01	3.97206245e-02	8.77512468e-01	7.26353034e-01	1.00576939e-01	4.55762934e-01	7.71036651e-02	1.94698222e-01	5.67068227e-01	5.66644313e-01	5.31748851e-01	5.61522931e-02	3.49552130e-01	1.13469849e-01	3.22806279e-01	5.74043453e-01	4.50093750e-01	2.04566704e-02	5.26476119e-01	7.84718751e-01	9.40960115e-01	2.25595232e-01	2.15388802e-01	1.65589293e-01	1.31166045e-01	6.69662848e-01	5.14135031e-01	2.19457568e+05
1.15804550e-01	2.69298135e-01	4.50171887e-01	8.68697438e-01	4.17997532e-01	5.62924776e-01	3.62656972e-01	4.27709764e-01	5.23431117e-02	1.74274892e-01	3.16270128e-01	6.51690068e-01	8.94426308e-01	3.28285687e-01	3.27797304e-01	1.77992094e-01	8.70925323e-01	2.09271019e-01	3.26797136e-01	9.18639178e-01	8.41462663e-01	6.96025486e-01	9.39417811e-01	5.65269216e-01	6.49116705e-02	7.43832074e-01	2.29900500e-01	4.78329191e-01	8.40541103e-01	2.82544288e-02	2.74412316e+05
